1263,"Deer Hunter, The (1978)",Drama|War
1572,"Contempt (Le Mépris) (1963)",Drama
722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary
1586,"G.I. Jane (1997)",Action|Drama|War
1716,"Other Voices, Other Rooms (1997)",Drama
210,"Wild Bill (1995)",Western
1390,"My Fellow Americans (1996)",Comedy
589,"Terminator 2: Judgment Day (1991)",Action|Sci-Fi|Thriller
1549,"Rough Magic (1995)",Drama|Romance
727,"War Stories (1995)",Documentary
49,"When Night Is Falling (1995)",Drama|Romance
13,"Balto (1995)",Animation|Children's
217,"Babysitter, The (1995)",Drama|Thriller
10,"GoldenEye (1995)",Action|Adventure|Thriller
1225,"Amadeus (1984)",Drama
2061,"Full Tilt Boogie (1997)",Documentary
1988,"Hello Mary Lou: Prom Night II (1987)",Horror
1282,"Fantasia (1940)",Animation|Children's|Musical
726,"Last Dance (1996)",Drama
724,"Craft, The (1996)",Drama|Horror
1937,"Going My Way (1944)",Comedy
37,"Across the Sea of Time (1995)",Documentary
1747,"Wag the Dog (1997)",Comedy|Drama
847,"Big Squeeze, The (1996)",Comedy|Drama
482,"Killing Zoe (1994)",Thriller
1339,"Bram Stoker's Dracula (1992)",Horror|Romance
121,"Boys of St. Vincent, The (1993)",Drama
769,"Marlene Dietrich: Shadow and Light (1996)",Documentary
888,"Land Before Time III: The Time of the Great Giving (1995)",Animation|Children's
2033,"Black Cauldron, The (1985)",Animation|Children's
713,"Of Love and Shadows (1994)",Drama
1950,"In the Heat of the Night (1967)",Drama|Mystery
612,"Pallbearer, The (1996)",Comedy
1308,"I Shot a Man in Vegas (1995)",Comedy
1432,"Metro (1997)",Action
1097,"E.T. the Extra-Terrestrial (1982)",Children's|Drama|Fantasy|Sci-Fi
981,"Dangerous Ground (1997)",Drama
777,"Pharaoh's Army (1995)",War
82,"Antonia's Line (Antonia) (1995)",Drama
159,"Clockers (1995)",Drama
1178,"Paths of Glory (1957)",Drama|War
96,"In the Bleak Midwinter (1995)",Comedy
710,"Celtic Pride (1996)",Comedy
2018,"Bambi (1942)",Animation|Children's
19,"Ace Ventura: When Nature Calls (1995)",Comedy
366,"Wes Craven's New Nightmare (1994)",Horror
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's
733,"Rock, The (1996)",Action|Adventure|Thriller
1550,"Trial and Error (1997)",Comedy|Romance
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's
1440,"Amos & Andrew (1993)",Comedy
1887,"Almost Heroes (1998)",Adventure|Comedy
283,"New Jersey Drive (1995)",Crime|Drama
1437,"Cement Garden, The (1993)",Drama
1198,"Raiders of the Lost Ark (1981)",Action|Adventure
1715,"Office Killer (1997)",Thriller
1967,"Labyrinth (1986)",Adventure|Children's|Fantasy
434,"Cliffhanger (1993)",Action|Adventure|Crime
374,"Richie Rich (1994)",Children's|Comedy
1289,"Koyaanisqatsi (1983)",Documentary|War
1697,"Big Bang Theory, The (1994)",Crime
1850,"I Love You, Don't Touch Me! (1998)",Drama|Romance
337,"What's Eating Gilbert Grape (1993)",Drama
1635,"Ice Storm, The (1997)",Drama
98,"Shopping (1994)",Action|Thriller
1854,"Kissing a Fool (1998)",Comedy|Romance
1171,"Bob Roberts (1992)",Comedy
776,"Babyfever (1994)",Comedy|Drama
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
1477,"Love Jones (1997)",Romance
1199,"Brazil (1985)",Sci-Fi
678,"Some Folks Call It a Sling Blade (1993)",Drama|Thriller
113,"Before and After (1996)",Drama|Mystery
394,"Coldblooded (1995)",Action
1013,"Parent Trap, The (1961)",Children's|Drama
1002,"Ed's Next Move (1996)",Comedy
242,"Farinelli: il castrato (1994)",Drama|Musical
230,"Dolores Claiborne (1994)",Drama|Thriller
1446,"Kolya (1996)",Comedy
1279,"Night on Earth (1991)",Comedy|Drama
1421,"Grateful Dead (1995)",Documentary
156,"Blue in the Face (1995)",Comedy
831,"Stonewall (1995)",Drama
261,"Little Women (1994)",Drama
1862,"Species II (1998)",Horror|Sci-Fi
440,"Dave (1993)",Comedy|Romance
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama
1076,"Innocents, The (1961)",Thriller
1941,"Hamlet (1948)",Drama
1175,"Delicatessen (1991)",Comedy|Sci-Fi
793,"My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)",Drama
331,"Tom & Viv (1994)",Drama
644,"Happy Weekend (1996)",Comedy
1163,"Mina Tannenbaum (1994)",Drama
437,"Cops and Robbersons (1994)",Comedy
1809,"Hana-bi (1997)",Comedy|Crime|Drama
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
90,"Journey of August King, The (1995)",Drama
1320,"Alien³ (1992)",Action|Horror|Sci-Fi|Thriller
700,"Angus (1995)",Comedy
1789,"Sadness of Sex, The (1995)",Drama
2056,"In Search of the Castaways (1962)",Adventure|Children's
1315,"Paris Was a Woman (1995)",Documentary
538,"Six Degrees of Separation (1993)",Drama
765,"Jack (1996)",Comedy|Drama
658,"Billy's Holiday (1995)",Drama
732,"Original Gangstas (1996)",Crime
1752,"Hard Rain (1998)",Action|Thriller
1983,"Halloween II (1981)",Horror
1387,"Jaws (1975)",Action|Horror
676,"They Bite (1996)",Drama
31,"Dangerous Minds (1995)",Drama
533,"Shadow, The (1994)",Action
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1703,"For Richer or Poorer (1997)",Comedy
64,"Two if by Sea (1996)",Comedy|Romance
1250,"Bridge on the River Kwai, The (1957)",Drama|War
2012,"Back to the Future Part III (1990)",Comedy|Sci-Fi|Western
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1322,"Amityville 1992: It's About Time (1992)",Horror
923,"Citizen Kane (1941)",Drama
1327,"Amityville Horror, The (1979)",Horror
1192,"Paris Is Burning (1990)",Documentary
546,"Super Mario Bros. (1993)",Action|Adventure|Children's|Sci-Fi
448,"Fearless (1993)",Drama
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
754,"Gold Diggers: The Secret of Bear Mountain (1995)",Adventure|Children's
68,"French Twist (Gazon maudit) (1995)",Comedy|Romance
1100,"Days of Thunder (1990)",Action|Romance
1994,"Poltergeist (1982)",Horror|Thriller
1080,"Monty Python's Life of Brian (1979)",Comedy
1355,"Nightwatch (1997)",Horror|Thriller
1590,"Event Horizon (1997)",Action|Mystery|Sci-Fi|Thriller
2019,"Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)",Action|Drama
1275,"Highlander (1986)",Action|Adventure
136,"From the Journals of Jean Seberg (1995)",Documentary
1891,"Ugly, The (1997)",Horror|Thriller
1181,"Shooter, The (1995)",Action
28,"Persuasion (1995)",Romance
712,"Captives (1994)",Drama
1174,"Grosse Fatigue (1994)",Comedy
1632,"Smile Like Yours, A (1997)",Comedy|Romance
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy
77,"Nico Icon (1995)",Documentary
1044,"Surviving Picasso (1996)",Drama
1059,"William Shakespeare's Romeo and Juliet (1996)",Drama|Romance
348,"Bullets Over Broadway (1994)",Comedy
480,"Jurassic Park (1993)",Action|Adventure|Sci-Fi
984,"Pompatus of Love, The (1996)",Comedy|Drama
1673,"Boogie Nights (1997)",Drama
2017,"Babes in Toyland (1961)",Children's|Fantasy|Musical
1447,"Gridlock'd (1997)",Crime
38,"It Takes Two (1995)",Comedy
869,"Kansas City (1996)",Crime
1748,"Dark City (1998)",Film-Noir|Sci-Fi|Thriller
1817,"No Looking Back (1998)",Comedy|Drama|Romance
1918,"Lethal Weapon 4 (1998)",Action|Comedy|Crime|Drama
635,"Family Thing, A (1996)",Comedy|Drama
785,"Kingpin (1996)",Comedy
985,"Small Wonders (1996)",Documentary
1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance
825,"Echte Kerle (1996)",Comedy|Romance
962,"They Made Me a Criminal (1939)",Crime|Drama
1718,"Stranger in the House (1997)",Thriller
2022,"Last Temptation of Christ, The (1988)",Drama
886,"Bulletproof (1996)",Action
1749,"Leading Man, The (1996)",Romance
1531,"Losing Chase (1996)",Drama
1909,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
8,"Tom and Huck (1995)",Adventure|Children's
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1003,"Extreme Measures (1996)",Drama|Thriller
970,"Beat the Devil (1954)",Comedy|Drama
1052,"Proprietor, The (1996)",Drama
63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",Comedy
1776,"Ride (1998)",Drama
925,"Golden Earrings (1947)",Adventure|Romance
1396,"Sneakers (1992)",Crime|Drama|Sci-Fi
749,"Man from Down Under, The (1943)",Drama
378,"Speechless (1994)",Comedy|Romance
1959,"Out of Africa (1985)",Drama|Romance
1998,"Exorcist II: The Heretic (1977)",Horror
1453,"Beautician and the Beast, The (1997)",Comedy|Romance
1989,"Prom Night III: The Last Kiss (1989)",Horror
1335,"Blood Beach (1981)",Action|Horror
1677,"Critical Care (1997)",Comedy
1086,"Dial M for Murder (1954)",Mystery|Thriller
1551,"Buddy (1997)",Adventure|Children's|Drama
1050,"Looking for Richard (1996)",Documentary|Drama
1893,"Beyond Silence (1996)",Drama
1186,"Sex, Lies, and Videotape (1989)",Drama
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1582,"Wild America (1997)",Adventure|Children's
1516,"Children of the Revolution (1996)",Comedy
672,"Tarantella (1995)",Drama
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
496,"What Happened Was... (1994)",Comedy|Drama|Romance
1297,"Real Genius (1985)",Comedy
1068,"Crossfire (1947)",Crime|Film-Noir
771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
805,"Time to Kill, A (1996)",Drama
1821,"Object of My Affection, The (1998)",Comedy|Romance
1056,"Jude (1996)",Drama
1071,"For the Moment (1994)",Romance|War
36,"Dead Man Walking (1995)",Drama
674,"Barbarella (1968)",Adventure|Sci-Fi
45,"To Die For (1995)",Comedy|Drama
1879,"Hanging Garden, The (1997)",Drama
1735,"Great Expectations (1998)",Drama|Romance
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
204,"Under Siege 2: Dark Territory (1995)",Action
362,"Jungle Book, The (1994)",Adventure|Children's|Romance
268,"Little Odessa (1994)",Drama
1281,"Great Dictator, The (1940)",Comedy
1470,"Rhyme & Reason (1997)",Documentary
1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
1976,"Friday the 13th Part 3: 3D (1982)",Horror
1219,"Psycho (1960)",Horror|Thriller
829,"Joe's Apartment (1996)",Comedy|Musical
259,"Kiss of Death (1995)",Crime|Drama|Thriller
143,"Gospa (1995)",Drama
909,"Apartment, The (1960)",Comedy|Drama
314,"Secret of Roan Inish, The (1994)",Drama
1796,"In God's Hands (1998)",Action|Drama
1798,"Hush (1998)",Thriller
71,"Fair Game (1995)",Action
865,"Small Faces (1995)",Drama
479,"Judgment Night (1993)",Action
1196,"Star Wars: Episode V - The Empire Strikes Back (1980)",Action|Adventure|Drama|Sci-Fi|War
1726,"Postman, The (1997)",Drama
796,"Very Natural Thing, A (1974)",Drama
97,"Hate (Haine, La) (1995)",Drama
275,"Mixed Nuts (1994)",Comedy
1547,"Shiloh (1997)",Children's|Drama
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller
1118,"Tashunga (1995)",Adventure|Western
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical
297,"Panther (1995)",Drama
1162,"Ruling Class, The (1972)",Comedy
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy
2069,"Trip to Bountiful, The (1985)",Drama
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
1600,"She's So Lovely (1997)",Drama|Romance
386,"S.F.W. (1994)",Drama
1366,"Crucible, The (1996)",Drama
915,"Sabrina (1954)",Comedy|Romance
1217,"Ran (1985)",Drama|War
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama
216,"Billy Madison (1995)",Comedy
2058,"Negotiator, The (1998)",Action|Thriller
1947,"West Side Story (1961)",Musical|Romance
306,"Three Colors: Red (1994)",Drama
874,"Killer: A Journal of Murder (1995)",Crime|Drama
1105,"Children of the Corn IV: The Gathering (1996)",Horror
330,"Tales from the Hood (1995)",Comedy|Horror
1395,"Tin Men (1987)",Comedy|Drama
240,"Hideaway (1995)",Thriller
587,"Ghost (1990)",Comedy|Romance|Thriller
1571,"When the Cats Away (Chacun cherche son chat) (1996)",Comedy|Romance
992,"Rich Man's Wife, The (1996)",Thriller
543,"So I Married an Axe Murderer (1993)",Comedy|Romance|Thriller
1753,"Half Baked (1998)",Comedy
1096,"Sophie's Choice (1982)",Drama
1188,"Strictly Ballroom (1992)",Comedy|Romance
1015,"Homeward Bound: The Incredible Journey (1993)",Adventure|Children's
1805,"Wild Things (1998)",Crime|Drama|Mystery|Thriller
1770,"B. Monkey (1998)",Romance|Thriller
201,"Three Wishes (1995)",Drama
1041,"Secrets & Lies (1996)",Drama
685,"It's My Party (1995)",Drama
1533,"Promise, The (La Promesse) (1996)",Drama
1878,"Woo (1998)",Comedy|Romance
556,"War Room, The (1993)",Documentary
1702,"Flubber (1997)",Children's|Comedy|Fantasy
1543,"Designated Mourner, The (1997)",Drama
928,"Rebecca (1940)",Romance|Thriller
186,"Nine Months (1995)",Comedy
1316,"Anna (1996)",Drama
1779,"Sphere (1998)",Adventure|Sci-Fi|Thriller
1498,"Inventing the Abbotts (1997)",Drama|Romance
757,"Ashes of Time (1994)",Drama
1797,"Everest (1998)",Documentary
889,"1-900 (1994)",Romance
1089,"Reservoir Dogs (1992)",Crime|Thriller
1107,"Loser (1991)",Comedy
541,"Blade Runner (1982)",Film-Noir|Sci-Fi
815,"Power 98 (1995)",Action|Mystery|Thriller
1399,"Marvin's Room (1996)",Drama
499,"Mr. Wonderful (1993)",Comedy|Romance
611,"Hellraiser: Bloodline (1996)",Action|Horror|Sci-Fi
382,"Wolf (1994)",Drama|Horror
536,"Simple Twist of Fate, A (1994)",Drama
1596,"Career Girls (1997)",Drama
287,"Nina Takes a Lover (1994)",Comedy|Romance
704,"Quest, The (1996)",Action|Adventure
1656,"Swept from the Sea (1997)",Romance
137,"Man of the Year (1995)",Documentary
1431,"Beverly Hills Ninja (1997)",Action|Comedy
356,"Forrest Gump (1994)",Comedy|Romance|War
736,"Twister (1996)",Action|Adventure|Romance|Thriller
1066,"Shall We Dance? (1937)",Comedy|Musical|Romance
1910,"I Went Down (1997)",Action|Comedy|Crime
1742,"Caught Up (1998)",Crime
263,"Ladybird Ladybird (1994)",Drama
1153,"Raw Deal (1948)",Film-Noir
449,"Fear of a Black Hat (1993)",Comedy
1410,"Evening Star, The (1996)",Comedy|Drama
996,"Last Man Standing (1996)",Action|Drama|Western
1379,"Young Guns II (1990)",Action|Comedy|Western
373,"Red Rock West (1992)",Thriller
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery
1294,"M*A*S*H (1970)",Comedy|War
1508,"Traveller (1997)",Drama
1148,"Wrong Trousers, The (1993)",Animation|Comedy
1650,"Washington Square (1997)",Drama
1914,"Smoke Signals (1998)",Comedy|Drama
1246,"Dead Poets Society (1989)",Drama
402,"Open Season (1996)",Comedy
1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
774,"Wend Kuuni (God's Gift) (1982)",Drama
866,"Bound (1996)",Crime|Drama|Romance|Thriller
603,"Bye Bye, Love (1995)",Comedy
1471,"Boys Life 2 (1997)",Drama
368,"Maverick (1994)",Action|Comedy|Western
931,"Spellbound (1945)",Mystery|Romance|Thriller
877,"Girls Town (1996)",Drama
607,"Century (1993)",Drama
1394,"Raising Arizona (1987)",Comedy
1131,"Jean de Florette (1986)",Drama
322,"Swimming with Sharks (1995)",Comedy|Drama
1877,"Little Men (1998)",Drama
1603,"Mimic (1997)",Sci-Fi|Thriller
300,"Quiz Show (1994)",Drama
1825,"Player's Club, The (1998)",Action|Drama
2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
457,"Fugitive, The (1993)",Action|Thriller
1764,"Tainted (1998)",Comedy|Thriller
1545,"Ponette (1996)",Drama
804,"She's the One (1996)",Comedy|Romance
1101,"Top Gun (1986)",Action|Romance
894,"Liebelei (1933)",Romance
512,"Robert A. Heinlein's The Puppet Masters (1994)",Horror|Sci-Fi
1458,"Touch (1997)",Romance
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western
238,"Far From Home: The Adventures of Yellow Dog (1995)",Adventure|Children's
553,"Tombstone (1993)",Western
281,"Nobody's Fool (1994)",Drama
1123,"Perfect Candidate, A (1996)",Documentary
750,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)",Sci-Fi|War
684,"Windows (1980)",Drama
1210,"Star Wars: Episode VI - Return of the Jedi (1983)",Action|Adventure|Romance|Sci-Fi|War
1929,"Grand Hotel (1932)",Drama
892,"Twelfth Night (1996)",Comedy|Drama|Romance
784,"Cable Guy, The (1996)",Comedy
1895,"Can't Hardly Wait (1998)",Comedy|Drama|Romance
1312,"Female Perversions (1996)",Drama
17,"Sense and Sensibility (1995)",Drama|Romance
274,"Man of the House (1995)",Comedy
2066,"Out of the Past (1947)",Film-Noir
946,"To Be or Not to Be (1942)",Comedy|Drama|War
138,"Neon Bible, The (1995)",Drama
1771,"Night Flier (1997)",Horror
1961,"Rain Man (1988)",Drama
103,"Unforgettable (1996)",Thriller
215,"Before Sunrise (1995)",Drama|Romance
1501,"Keys to Tulsa (1997)",Crime
1129,"Escape from New York (1981)",Action|Adventure|Sci-Fi|Thriller
265,"Like Water for Chocolate (Como agua para chocolate) (1992)",Drama|Romance
1985,"Halloween 4: The Return of Michael Myers (1988)",Horror
636,"Frisk (1995)",Drama
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
1518,"Breakdown (1997)",Action|Thriller
488,"M. Butterfly (1993)",Drama
1347,"Nightmare on Elm Street, A (1984)",Horror
95,"Broken Arrow (1996)",Action|Thriller
388,"Boys Life (1995)",Drama
75,"Big Bully (1996)",Comedy|Drama
701,"Daens (1992)",Drama
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
982,"Picnic (1955)",Drama
310,"Rent-a-Kid (1995)",Comedy
1569,"My Best Friend's Wedding (1997)",Comedy|Romance
843,"Lotto Land (1995)",Drama
614,"Loaded (1994)",Drama|Thriller
1406,"Cérémonie, La (1995)",Drama
1875,"Clockwatchers (1997)",Comedy
1581,"Out to Sea (1997)",Comedy
1141,"Hoogste tijd (1995)",Drama
231,"Dumb & Dumber (1994)",Comedy
691,"Mrs. Winterbourne (1996)",Comedy|Romance
703,"Boys (1996)",Drama
1358,"Sling Blade (1996)",Drama|Thriller
1427,"Turbulence (1997)",Thriller
910,"Some Like It Hot (1959)",Comedy|Crime
1378,"Young Guns (1988)",Action|Comedy|Western
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama
964,"Angel and the Badman (1947)",Western
198,"Strange Days (1995)",Action|Crime|Sci-Fi
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror
837,"Matilda (1996)",Children's|Comedy
1622,"Kicked in the Head (1997)",Comedy|Drama
502,"Next Karate Kid, The (1994)",Action|Children's
833,"High School High (1996)",Comedy
941,"Mark of Zorro, The (1940)",Adventure
555,"True Romance (1993)",Action|Crime|Romance
1242,"Glory (1989)",Action|Drama|War
1780,"Ayn Rand: A Sense of Life (1997)",Documentary
1157,"Symphonie pastorale, La (1946)",Drama
999,"2 Days in the Valley (1996)",Crime
1835,"City of Angels (1998)",Romance
648,"Mission: Impossible (1996)",Action|Adventure|Mystery
1249,"Nikita (La Femme Nikita) (1990)",Thriller
1269,"Arsenic and Old Lace (1944)",Comedy|Mystery|Thriller
1143,"Three Lives and Only One Death (1996)",Comedy
1064,"Aladdin and the King of Thieves (1996)",Animation|Children's|Comedy
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
881,"First Kid (1996)",Children's|Comedy
50,"Usual Suspects, The (1995)",Crime|Thriller
1155,"Invitation, The (Zaproszenie) (1986)",Drama
950,"Thin Man, The (1934)",Mystery
965,"39 Steps, The (1935)",Thriller
735,"Cemetery Man (Dellamorte Dellamore) (1994)",Comedy|Horror
739,"Honigmond (1996)",Comedy
1184,"Mediterraneo (1991)",Comedy|War
588,"Aladdin (1992)",Animation|Children's|Comedy|Musical
396,"Fall Time (1995)",Drama
1392,"Citizen Ruth (1996)",Comedy|Drama
725,"Great White Hype, The (1996)",Comedy
961,"Little Lord Fauntleroy (1936)",Drama
1113,"Associate, The (1996)",Comedy
1714,"Never Met Picasso (1996)",Romance
954,"Mr. Smith Goes to Washington (1939)",Drama
1793,"Welcome to Woop-Woop (1997)",Comedy
872,"Aiqing wansui (1994)",Drama
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
436,"Color of Night (1994)",Drama|Thriller
1812,"Wide Awake (1998)",Children's|Comedy|Drama
574,"Spanking the Monkey (1994)",Comedy|Drama
1679,"Chairman of the Board (1998)",Comedy
497,"Much Ado About Nothing (1993)",Comedy|Romance
1482,"Van, The (1996)",Comedy|Drama
333,"Tommy Boy (1995)",Comedy
516,"Renaissance Man (1994)",Comedy|Drama|War
1840,"He Got Game (1998)",Drama
1443,"Tickle in the Heart, A (1996)",Documentary
1444,"Guantanamera (1994)",Comedy
429,"Cabin Boy (1994)",Comedy
1588,"George of the Jungle (1997)",Children's|Comedy
1124,"On Golden Pond (1981)",Drama
107,"Muppet Treasure Island (1996)",Adventure|Children's|Comedy|Musical
1848,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy
918,"Meet Me in St. Louis (1944)",Musical
1640,"How to Be a Player (1997)",Comedy
1730,"Kundun (1997)",Drama
2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance
973,"Meet John Doe (1941)",Drama
1046,"Beautiful Thing (1996)",Drama|Romance
1234,"Sting, The (1973)",Comedy|Crime
2023,"Godfather: Part III, The (1990)",Action|Crime|Drama
1194,"Up in Smoke (1978)",Comedy
1201,"Good, The Bad and The Ugly, The (1966)",Action|Western
1328,"Amityville Curse, The (1990)",Horror
23,"Assassins (1995)",Thriller
1401,"Ghosts of Mississippi (1996)",Drama
1601,"Hoodlum (1997)",Crime|Drama|Film-Noir
947,"My Man Godfrey (1936)",Comedy
336,"Walking Dead, The (1995)",Drama|War
1193,"One Flew Over the Cuckoo's Nest (1975)",Drama
92,"Mary Reilly (1996)",Drama|Thriller
219,"Cure, The (1995)",Drama
743,"Spy Hard (1996)",Comedy
332,"Village of the Damned (1995)",Horror|Sci-Fi
1502,"Kissed (1996)",Romance
1475,"Kama Sutra: A Tale of Love (1996)",Romance
484,"Lassie (1994)",Adventure|Children's
1980,"Friday the 13th Part VII: The New Blood (1988)",Horror
773,"Touki Bouki (Journey of the Hyena) (1973)",Drama
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
694,"Substitute, The (1996)",Action
547,"Surviving the Game (1994)",Action|Adventure|Thriller
327,"Tank Girl (1995)",Action|Comedy|Musical|Sci-Fi
891,"Halloween: The Curse of Michael Myers (1995)",Horror|Thriller
565,"Cronos (1992)",Horror
1886,"I Got the Hook Up (1998)",Comedy
846,"Flirt (1995)",Drama
1149,"JLG/JLG - autoportrait de décembre (1994)",Documentary|Drama
195,"Something to Talk About (1995)",Comedy|Drama|Romance
32,"Twelve Monkeys (1995)",Drama|Sci-Fi
308,"Three Colors: White (1994)",Drama
1911,"Doctor Dolittle (1998)",Comedy
1897,"High Art (1998)",Drama|Romance
1354,"Breaking the Waves (1996)",Drama
248,"Houseguest (1994)",Comedy
824,"Kaspar Hauser (1993)",Drama
968,"Night of the Living Dead (1968)",Horror|Sci-Fi
2005,"Goonies, The (1985)",Adventure|Children's|Fantasy
2046,"Flight of the Navigator (1986)",Adventure|Children's|Sci-Fi
1318,"Blue Juice (1995)",Comedy|Drama
1820,"Proposition, The (1998)",Drama
312,"Stuart Saves His Family (1995)",Comedy
4,"Waiting to Exhale (1995)",Comedy|Drama
1370,"Die Hard 2 (1990)",Action|Thriller
269,"My Crazy Life (Mi vida loca) (1993)",Drama
1928,"Cimarron (1931)",Western
953,"It's a Wonderful Life (1946)",Drama
1472,"City of Industry (1997)",Crime|Thriller
1365,"Ridicule (1996)",Drama
357,"Four Weddings and a Funeral (1994)",Comedy|Romance
1707,"Home Alone 3 (1997)",Children's|Comedy
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance
254,"Jefferson in Paris (1995)",Drama
463,"Guilty as Sin (1993)",Crime|Drama|Thriller
1593,"Picture Perfect (1997)",Comedy|Romance
1142,"Get Over It (1996)",Drama
1284,"Big Sleep, The (1946)",Film-Noir|Mystery
41,"Richard III (1995)",Drama|War
234,"Exit to Eden (1994)",Comedy
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
1115,"Sleepover (1995)",Comedy|Drama
1461,"Vegas Vacation (1997)",Comedy
1298,"Pink Floyd - The Wall (1982)",Drama|Musical|War
1723,"Twisted (1996)",Comedy|Drama
1884,"Fear and Loathing in Las Vegas (1998)",Comedy|Drama
1568,"MURDER and murder (1996)",Crime|Drama|Mystery
1349,"Nosferatu a Venezia (1986)",Horror
1604,"Money Talks (1997)",Action|Comedy
505,"North (1994)",Comedy
2050,"Herbie Goes Bananas (1980)",Adventure|Children's|Comedy
1388,"Jaws 2 (1978)",Action|Horror
194,"Smoke (1995)",Drama
1434,"Stranger, The (1994)",Action
1102,"American Strays (1996)",Action
18,"Four Rooms (1995)",Thriller
794,"Midnight Dancers (Sibak) (1994)",Comedy|Drama
904,"Rear Window (1954)",Mystery|Thriller
1644,"I Know What You Did Last Summer (1997)",Horror|Mystery|Thriller
861,"Supercop (1992)",Action|Thriller
1,"Toy Story (1995)",Animation|Children's|Comedy
1670,"Welcome To Sarajevo (1997)",Drama|War
1500,"Grosse Pointe Blank (1997)",Comedy|Crime
236,"French Kiss (1995)",Comedy|Romance
688,"Operation Dumbo Drop (1995)",Action|Adventure|Comedy|War
94,"Beautiful Girls (1996)",Drama
355,"Flintstones, The (1994)",Children's|Comedy
1152,"He Walked by Night (1948)",Crime|Film-Noir|Thriller
656,"Eddie (1996)",Comedy
813,"Larger Than Life (1996)",Comedy
1732,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
1334,"Blob, The (1958)",Horror|Sci-Fi
960,"Angel on My Shoulder (1946)",Crime|Drama
282,"Nell (1994)",Drama
5,"Father of the Bride Part II (1995)",Comedy
284,"New York Cop (1996)",Action|Crime
285,"Beyond Bedlam (1993)",Drama|Horror
1473,"Best Men (1997)",Action|Comedy|Crime|Drama
1602,"Leave It to Beaver (1997)",Comedy
948,"Giant (1956)",Drama
908,"North by Northwest (1959)",Drama|Thriller
609,"Homeward Bound II: Lost in San Francisco (1996)",Adventure|Children's
232,"Eat Drink Man Woman (1994)",Comedy|Drama
1978,"Friday the 13th Part V: A New Beginning (1985)",Horror
47,"Seven (Se7en) (1995)",Crime|Thriller
1245,"Miller's Crossing (1990)",Drama
200,"Tie That Binds, The (1995)",Thriller
361,"It Could Happen to You (1994)",Drama|Romance
315,"Specialist, The (1994)",Action
1864,"Sour Grapes (1998)",Comedy
1166,"Farmer & Chase (1995)",Comedy
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1806,"Paulie (1998)",Adventure|Children's|Comedy
1260,"M (1931)",Crime|Film-Noir|Thriller
990,"Maximum Risk (1996)",Action|Adventure|Thriller
1078,"Bananas (1971)",Comedy|War
